account_id,tenant_id,industry,visits,spend,account_age_days,usage_frequency,support_tickets,renewal_days,last_activity_at,converted,opportunity_value,closed_at
acct_02251,tenant_031,saas,10,51894.28,345,73.1,2,293,2026-01-05,1,44693.17,2026-01-08
acct_02252,tenant_032,retail,4,625.34,47,0.0,2,25,2025-12-08,0,0.0,
acct_02253,tenant_033,manufacturing,2,6436.06,349,30.4,3,303,2025-12-19,0,0.0,
acct_02254,tenant_034,saas,21,25023.12,390,97.1,0,170,2025-12-09,1,35798.61,2026-01-06
acct_02255,tenant_035,finance,3,8760.35,305,45.3,2,261,2025-12-24,1,9451.9,2026-03-30
acct_02256,tenant_036,manufacturing,9,9076.28,1297,49.5,2,142,2025-12-09,0,0.0,
acct_02257,tenant_000,healthcare,7,30768.14,979,39.8,1,39,2025-12-22,0,0.0,
acct_02258,tenant_001,manufacturing,16,12134.47,349,100.0,1,228,2026-01-04,1,19649.0,2026-03-10
acct_02259,tenant_002,healthcare,7,4354.1,143,41.8,0,101,2025-12-26,1,5892.42,2026-01-13
acct_02260,tenant_003,manufacturing,14,53733.4,655,100.0,0,18,2025-12-12,1,68309.94,2026-02-17
acct_02261,tenant_004,healthcare,6,10529.0,522,47.0,1,264,2025-12-29,0,0.0,
acct_02262,tenant_005,manufacturing,11,5403.22,126,48.4,3,291,2025-12-24,0,0.0,
acct_02263,tenant_006,manufacturing,3,2821.28,621,32.9,1,117,2025-12-12,0,0.0,
acct_02264,tenant_007,healthcare,6,4013.67,175,58.4,0,253,2025-12-27,1,7074.07,2026-03-18
acct_02265,tenant_008,healthcare,2,2078.98,81,28.7,1,27,2025-12-15,0,0.0,
acct_02266,tenant_009,healthcare,3,3964.05,904,48.8,0,320,2025-12-30,1,7703.44,2026-01-26
acct_02267,tenant_010,saas,9,10713.56,360,45.9,1,325,2025-12-15,0,0.0,
acct_02268,tenant_011,manufacturing,10,3334.21,98,69.6,2,18,2025-12-22,1,7758.97,2026-03-05
acct_02269,tenant_012,saas,13,8775.71,278,59.3,2,329,2025-12-12,1,6577.7,2026-02-27
acct_02270,tenant_013,finance,7,13104.35,884,51.2,0,297,2025-12-29,0,0.0,
acct_02271,tenant_014,finance,32,28235.26,475,100.0,0,258,2025-12-26,1,34440.93,2026-02-08
acct_02272,tenant_015,manufacturing,6,13819.05,1894,39.9,0,124,2025-12-17,0,0.0,
acct_02273,tenant_016,manufacturing,8,28449.07,374,58.5,0,194,2025-12-17,1,41684.51,2026-02-16
acct_02274,tenant_017,manufacturing,6,13015.55,122,47.1,1,344,2025-12-12,0,0.0,
acct_02275,tenant_018,manufacturing,5,1085.14,96,38.3,0,248,2025-12-19,0,0.0,
acct_02276,tenant_019,manufacturing,26,12365.9,78,68.6,1,52,2026-01-05,0,0.0,
acct_02277,tenant_020,finance,12,40279.47,1252,37.8,0,358,2026-01-02,1,32952.02,2026-01-27
acct_02278,tenant_021,manufacturing,8,24641.08,2000,48.5,2,245,2025-12-29,0,0.0,
acct_02279,tenant_022,retail,6,2186.3,94,57.4,3,330,2025-12-11,0,0.0,
acct_02280,tenant_023,finance,14,22763.68,1039,69.9,0,49,2025-12-09,1,14565.29,2026-01-18
acct_02281,tenant_024,saas,7,12895.94,259,78.4,2,329,2025-12-30,1,11295.01,2026-01-23
acct_02282,tenant_025,retail,12,6083.47,173,58.2,0,216,2026-01-05,1,14196.99,2026-02-23
acct_02283,tenant_026,manufacturing,1,1560.39,122,34.9,1,44,2025-12-13,0,0.0,
acct_02284,tenant_027,manufacturing,2,4817.91,459,11.5,1,47,2025-12-10,0,0.0,
acct_02285,tenant_028,retail,2,4722.05,153,28.2,5,44,2026-01-04,0,0.0,
acct_02286,tenant_029,finance,7,10276.48,198,41.7,2,177,2025-12-11,0,0.0,
acct_02287,tenant_030,healthcare,8,4875.94,274,37.4,1,133,2025-12-16,0,0.0,
acct_02288,tenant_031,finance,8,8956.5,426,43.8,0,292,2025-12-23,1,9584.06,2026-01-24
acct_02289,tenant_032,saas,7,3798.21,526,34.0,0,14,2025-12-25,1,5518.6,2026-03-13
acct_02290,tenant_033,manufacturing,15,13770.7,164,89.8,1,62,2025-12-22,1,26879.89,2026-02-27
acct_02291,tenant_034,finance,4,6597.87,131,30.4,1,79,2026-01-05,0,0.0,
acct_02292,tenant_035,saas,7,5022.32,1338,11.6,1,66,2026-01-02,0,0.0,
acct_02293,tenant_036,manufacturing,20,5387.05,171,73.8,0,221,2025-12-17,1,6753.97,2026-03-12
acct_02294,tenant_000,healthcare,9,15392.99,299,61.2,2,168,2026-01-05,1,20043.16,2026-02-18
acct_02295,tenant_001,manufacturing,6,7951.45,491,61.5,0,252,2026-01-05,0,0.0,
acct_02296,tenant_002,manufacturing,6,4037.16,127,16.1,2,149,2025-12-08,0,0.0,
acct_02297,tenant_003,saas,5,10840.4,176,45.2,1,264,2025-12-27,1,14944.73,2026-02-16
acct_02298,tenant_004,healthcare,7,1459.73,107,39.5,0,126,2025-12-10,0,0.0,
acct_02299,tenant_005,retail,7,5379.78,1929,36.2,1,189,2025-12-26,0,0.0,
acct_02300,tenant_006,finance,5,16081.07,1263,48.6,2,301,2025-12-21,0,0.0,
acct_02301,tenant_007,manufacturing,5,2791.34,203,36.3,3,240,2026-01-01,0,0.0,
acct_02302,tenant_008,finance,14,14383.15,391,65.6,2,217,2025-12-24,0,0.0,
acct_02303,tenant_009,finance,15,16203.82,80,67.9,0,89,2025-12-16,0,0.0,
acct_02304,tenant_010,manufacturing,2,7232.58,831,27.4,1,140,2025-12-12,0,0.0,
acct_02305,tenant_011,finance,11,8119.55,259,67.0,0,220,2025-12-25,1,7266.95,2026-01-19
acct_02306,tenant_012,manufacturing,7,7024.46,393,47.4,2,183,2025-12-27,0,0.0,
acct_02307,tenant_013,saas,7,7191.76,326,57.3,1,80,2025-12-25,0,0.0,
acct_02308,tenant_014,manufacturing,5,1357.78,236,14.7,0,154,2025-12-19,0,0.0,
acct_02309,tenant_015,retail,3,2807.14,224,42.7,0,293,2025-12-19,0,0.0,
acct_02310,tenant_016,healthcare,17,23574.67,637,78.0,2,257,2025-12-24,1,39897.99,2026-01-10
acct_02311,tenant_017,healthcare,7,6570.34,326,46.0,1,11,2025-12-13,0,0.0,
acct_02312,tenant_018,saas,15,4965.02,175,66.9,0,131,2026-01-01,1,3741.01,2026-01-19
acct_02313,tenant_019,manufacturing,4,1362.01,118,35.7,2,226,2025-12-20,0,0.0,
acct_02314,tenant_020,manufacturing,8,14288.37,390,71.4,0,188,2025-12-17,1,33318.36,2026-01-20
acct_02315,tenant_021,saas,7,8514.75,966,42.3,0,331,2025-12-31,1,6381.93,2026-01-22
acct_02316,tenant_022,finance,15,5229.22,89,64.8,4,321,2025-12-24,0,0.0,
acct_02317,tenant_023,healthcare,5,5446.11,559,48.4,3,258,2025-12-11,0,0.0,
acct_02318,tenant_024,finance,17,118051.51,691,93.3,0,310,2025-12-26,1,118541.41,2026-03-03
acct_02319,tenant_025,retail,6,3753.06,174,46.7,0,126,2025-12-07,0,0.0,
acct_02320,tenant_026,finance,5,6156.48,180,34.9,4,84,2025-12-23,0,0.0,
acct_02321,tenant_027,finance,3,5870.26,541,43.9,0,103,2025-12-18,1,5252.47,2026-01-18
acct_02322,tenant_028,finance,7,19319.12,418,66.3,3,78,2025-12-26,0,0.0,
acct_02323,tenant_029,manufacturing,4,7766.11,272,57.7,1,345,2025-12-30,0,0.0,
acct_02324,tenant_030,healthcare,2,6076.14,1090,11.4,0,94,2026-01-05,0,0.0,
acct_02325,tenant_031,finance,7,2921.59,51,41.0,1,88,2025-12-07,0,0.0,
acct_02326,tenant_032,healthcare,3,2933.12,103,41.7,3,66,2025-12-08,0,0.0,
acct_02327,tenant_033,manufacturing,13,7760.03,384,53.1,0,137,2025-12-18,0,0.0,
acct_02328,tenant_034,healthcare,3,4616.81,179,37.9,0,216,2025-12-13,0,0.0,
acct_02329,tenant_035,healthcare,4,5525.27,259,55.0,0,266,2025-12-29,0,0.0,
acct_02330,tenant_036,finance,15,16354.29,292,61.7,1,129,2025-12-19,0,0.0,
acct_02331,tenant_000,retail,8,1494.6,324,38.7,1,294,2025-12-19,0,0.0,
acct_02332,tenant_001,finance,5,7429.23,445,40.0,1,180,2025-12-15,1,6270.9,2026-01-28
acct_02333,tenant_002,manufacturing,7,1610.81,102,34.4,2,93,2025-12-24,0,0.0,
acct_02334,tenant_003,saas,5,12604.47,441,45.8,3,69,2025-12-17,0,0.0,
acct_02335,tenant_004,saas,7,2340.51,171,48.2,0,226,2025-12-09,0,0.0,
acct_02336,tenant_005,saas,9,6011.35,153,44.2,1,67,2025-12-29,0,0.0,
acct_02337,tenant_006,manufacturing,29,45371.79,1779,99.5,1,125,2025-12-28,1,89573.33,2026-01-27
acct_02338,tenant_007,retail,10,22754.67,710,71.7,0,153,2026-01-05,1,25863.39,2026-02-05
acct_02339,tenant_008,healthcare,4,3660.53,119,34.2,0,133,2025-12-22,0,0.0,
acct_02340,tenant_009,finance,14,14620.47,474,72.3,0,323,2025-12-26,1,14747.33,2026-03-26
acct_02341,tenant_010,healthcare,5,2668.12,468,3.5,6,35,2025-12-30,0,0.0,
acct_02342,tenant_011,retail,7,5452.82,262,59.4,0,18,2025-12-21,0,0.0,
acct_02343,tenant_012,healthcare,9,11652.62,668,60.7,0,145,2025-12-31,1,13331.47,2026-01-16
acct_02344,tenant_013,saas,17,21067.46,1527,64.8,0,285,2025-12-13,1,22621.15,2026-03-28
acct_02345,tenant_014,saas,16,37743.56,890,75.5,3,263,2025-12-13,1,50727.6,2026-03-20
acct_02346,tenant_015,manufacturing,7,5764.62,474,54.5,1,331,2026-01-05,0,0.0,
acct_02347,tenant_016,manufacturing,10,26103.96,1926,73.2,0,10,2025-12-08,1,19780.24,2026-03-04
acct_02348,tenant_017,saas,7,22085.32,98,41.0,1,141,2025-12-30,0,0.0,
acct_02349,tenant_018,finance,1,1655.09,370,19.3,0,226,2025-12-31,0,0.0,
acct_02350,tenant_019,saas,9,8912.11,131,63.8,2,100,2025-12-22,1,14087.23,2026-02-21
acct_02351,tenant_020,healthcare,10,8446.67,317,67.2,3,93,2025-12-13,0,0.0,
acct_02352,tenant_021,saas,13,15529.34,169,73.1,0,32,2025-12-15,1,18820.62,2026-03-26
acct_02353,tenant_022,healthcare,11,20556.33,315,53.9,1,245,2026-01-02,0,0.0,
acct_02354,tenant_023,retail,16,25628.66,264,73.0,2,338,2025-12-13,0,0.0,
acct_02355,tenant_024,retail,15,2474.45,127,85.4,0,288,2025-12-09,0,0.0,
acct_02356,tenant_025,retail,8,4402.64,372,33.2,0,330,2025-12-12,0,0.0,
acct_02357,tenant_026,healthcare,5,2234.06,270,17.7,1,307,2025-12-22,0,0.0,
acct_02358,tenant_027,healthcare,8,20493.26,166,50.7,0,148,2025-12-25,1,34591.34,2026-01-21
acct_02359,tenant_028,retail,17,8550.5,495,87.3,0,236,2026-01-05,0,0.0,
acct_02360,tenant_029,manufacturing,3,3615.66,280,24.4,2,115,2025-12-11,0,0.0,
acct_02361,tenant_030,saas,8,6813.91,249,64.1,0,100,2025-12-17,1,4801.37,2026-03-11
acct_02362,tenant_031,saas,0,4032.01,222,20.8,0,16,2025-12-16,0,0.0,
acct_02363,tenant_032,saas,19,22093.14,756,66.5,0,160,2025-12-21,1,54584.23,2026-01-08
acct_02364,tenant_033,saas,6,1951.7,354,15.3,4,138,2025-12-08,0,0.0,
acct_02365,tenant_034,healthcare,15,31241.03,208,69.8,1,110,2025-12-24,1,44801.71,2026-03-05
acct_02366,tenant_035,healthcare,30,16065.37,252,100.0,0,239,2025-12-25,1,23221.16,2026-03-30
acct_02367,tenant_036,manufacturing,7,4671.07,101,33.5,0,33,2025-12-24,0,0.0,
acct_02368,tenant_000,healthcare,2,11155.08,174,45.1,3,109,2025-12-16,0,0.0,
acct_02369,tenant_001,finance,23,19321.99,606,97.3,0,197,2025-12-08,1,22581.18,2026-01-30
acct_02370,tenant_002,manufacturing,10,4898.04,179,51.6,0,196,2025-12-19,0,0.0,
acct_02371,tenant_003,manufacturing,7,15924.35,523,44.8,1,48,2026-01-02,0,0.0,
acct_02372,tenant_004,manufacturing,9,8858.21,123,57.9,2,235,2025-12-29,0,0.0,
acct_02373,tenant_005,retail,3,1606.08,111,38.1,0,67,2025-12-23,0,0.0,
acct_02374,tenant_006,healthcare,4,3914.7,984,40.3,3,220,2025-12-18,0,0.0,
acct_02375,tenant_007,retail,3,3620.64,227,43.4,2,356,2025-12-31,1,4033.04,2026-03-10
acct_02376,tenant_008,saas,6,2702.48,408,33.7,3,271,2025-12-08,0,0.0,
acct_02377,tenant_009,finance,9,6180.03,218,49.7,0,5,2025-12-13,1,13088.67,2026-03-24
acct_02378,tenant_010,finance,18,27902.39,107,86.9,1,40,2025-12-27,1,44228.6,2026-02-28
acct_02379,tenant_011,finance,5,8407.72,142,38.6,1,79,2025-12-11,0,0.0,
acct_02380,tenant_012,retail,13,5754.82,240,55.8,1,359,2025-12-25,1,5988.94,2026-01-24
acct_02381,tenant_013,manufacturing,9,2439.29,234,63.1,4,48,2025-12-15,0,0.0,
acct_02382,tenant_014,finance,7,4506.99,267,43.7,2,182,2025-12-14,0,0.0,
acct_02383,tenant_015,manufacturing,7,3706.87,386,49.0,1,90,2025-12-14,0,0.0,
acct_02384,tenant_016,saas,13,35371.05,557,67.2,1,28,2026-01-02,1,20753.6,2026-03-31
acct_02385,tenant_017,finance,6,22523.51,401,73.7,0,70,2025-12-11,1,18820.75,2026-03-03
acct_02386,tenant_018,manufacturing,7,2314.0,62,41.6,3,187,2025-12-24,0,0.0,
acct_02387,tenant_019,manufacturing,5,2023.21,423,30.1,2,85,2025-12-09,0,0.0,
acct_02388,tenant_020,finance,3,3502.15,314,29.8,3,164,2025-12-22,0,0.0,
acct_02389,tenant_021,retail,8,6053.89,535,41.3,3,340,2025-12-29,0,0.0,
acct_02390,tenant_022,manufacturing,8,13014.48,304,65.8,2,245,2025-12-31,0,0.0,
acct_02391,tenant_023,saas,5,7162.58,95,39.6,2,170,2026-01-04,0,0.0,
acct_02392,tenant_024,saas,7,3233.44,90,67.3,1,207,2026-01-05,1,2375.66,2026-02-27
acct_02393,tenant_025,finance,12,10772.44,515,66.2,0,325,2025-12-09,1,7763.85,2026-03-29
acct_02394,tenant_026,saas,3,11370.18,375,37.4,2,219,2025-12-26,0,0.0,
acct_02395,tenant_027,manufacturing,14,13857.83,576,40.8,0,100,2025-12-18,0,0.0,
acct_02396,tenant_028,healthcare,18,35515.36,627,92.5,1,253,2026-01-05,1,41958.85,2026-01-11
acct_02397,tenant_029,finance,10,20225.14,347,45.2,0,257,2025-12-27,1,17208.42,2026-03-14
acct_02398,tenant_030,manufacturing,10,27663.02,605,85.4,1,271,2025-12-07,0,0.0,
acct_02399,tenant_031,healthcare,9,1630.26,220,24.8,1,186,2025-12-20,0,0.0,
acct_02400,tenant_032,saas,13,14363.88,808,52.5,1,12,2025-12-07,0,0.0,
acct_02401,tenant_033,finance,9,5908.06,734,41.5,2,261,2025-12-20,0,0.0,
acct_02402,tenant_034,saas,18,11847.32,682,63.0,2,291,2025-12-17,0,0.0,
acct_02403,tenant_035,finance,3,6686.21,258,21.8,1,143,2025-12-26,0,0.0,
acct_02404,tenant_036,manufacturing,22,17881.38,226,77.9,1,77,2025-12-27,1,30108.33,2026-03-24
acct_02405,tenant_000,retail,10,3962.78,117,54.4,0,143,2025-12-29,0,0.0,
acct_02406,tenant_001,finance,3,5229.61,212,7.2,5,274,2025-12-12,0,0.0,
acct_02407,tenant_002,manufacturing,10,10721.02,188,60.5,1,288,2026-01-01,0,0.0,
acct_02408,tenant_003,manufacturing,12,5233.44,148,81.9,0,235,2025-12-10,0,0.0,
acct_02409,tenant_004,manufacturing,5,2845.69,891,31.2,1,267,2025-12-26,0,0.0,
acct_02410,tenant_005,finance,6,5391.99,581,40.7,0,98,2025-12-18,0,0.0,
acct_02411,tenant_006,saas,5,6715.05,173,36.7,0,159,2025-12-15,0,0.0,
acct_02412,tenant_007,manufacturing,8,5061.4,1652,37.9,2,223,2025-12-22,0,0.0,
acct_02413,tenant_008,manufacturing,7,2260.39,215,23.7,2,299,2025-12-18,0,0.0,
acct_02414,tenant_009,saas,10,14260.61,107,84.7,0,323,2026-01-03,1,16744.92,2026-03-31
acct_02415,tenant_010,finance,4,12284.86,2000,40.3,5,275,2026-01-05,0,0.0,
acct_02416,tenant_011,finance,6,16002.89,380,40.4,1,260,2025-12-14,0,0.0,
acct_02417,tenant_012,healthcare,2,2819.1,241,16.9,3,261,2025-12-24,0,0.0,
acct_02418,tenant_013,saas,6,5201.45,375,50.5,0,148,2025-12-19,1,5877.3,2026-01-12
acct_02419,tenant_014,finance,8,41834.21,345,73.5,0,246,2025-12-31,1,73169.61,2026-01-22
acct_02420,tenant_015,retail,6,10672.47,439,56.6,1,95,2025-12-08,0,0.0,
acct_02421,tenant_016,saas,3,1569.54,158,14.7,4,43,2025-12-27,0,0.0,
acct_02422,tenant_017,manufacturing,6,2823.87,306,42.2,4,95,2025-12-09,0,0.0,
acct_02423,tenant_018,retail,13,19393.48,1771,50.5,2,199,2025-12-28,0,0.0,
acct_02424,tenant_019,finance,14,22397.54,366,85.2,1,137,2025-12-11,0,0.0,
acct_02425,tenant_020,manufacturing,0,1127.6,1049,0.0,6,342,2025-12-12,0,0.0,
acct_02426,tenant_021,healthcare,8,24322.61,317,69.8,0,329,2025-12-29,0,0.0,
acct_02427,tenant_022,saas,3,4286.68,333,1.3,0,165,2025-12-10,0,0.0,
acct_02428,tenant_023,manufacturing,5,1835.51,114,26.6,1,33,2025-12-22,0,0.0,
acct_02429,tenant_024,retail,9,13566.23,56,66.9,1,249,2025-12-18,0,0.0,
acct_02430,tenant_025,saas,10,6263.22,399,54.1,3,352,2026-01-02,0,0.0,
acct_02431,tenant_026,saas,4,1103.99,85,35.7,1,122,2025-12-24,0,0.0,
acct_02432,tenant_027,saas,11,14953.76,421,74.7,0,119,2025-12-28,1,13662.62,2026-01-09
acct_02433,tenant_028,manufacturing,10,7030.21,201,61.1,1,29,2025-12-22,0,0.0,
acct_02434,tenant_029,finance,13,7110.29,143,69.4,0,94,2025-12-12,1,6153.18,2026-02-14
acct_02435,tenant_030,manufacturing,1,5643.68,302,33.3,2,327,2025-12-21,0,0.0,
acct_02436,tenant_031,saas,11,7753.64,922,61.8,1,237,2025-12-29,1,9838.25,2026-02-10
acct_02437,tenant_032,manufacturing,5,12718.23,309,68.9,1,161,2025-12-27,0,0.0,
acct_02438,tenant_033,saas,4,4213.68,272,31.2,4,292,2025-12-29,0,0.0,
acct_02439,tenant_034,manufacturing,10,3483.07,179,49.6,0,328,2025-12-25,0,0.0,
acct_02440,tenant_035,finance,3,2692.15,233,0.0,1,348,2026-01-02,0,0.0,
acct_02441,tenant_036,healthcare,15,12514.91,1440,65.0,0,36,2025-12-19,1,14766.96,2026-01-13
acct_02442,tenant_000,manufacturing,3,8156.51,164,54.3,1,301,2025-12-19,0,0.0,
acct_02443,tenant_001,manufacturing,12,15366.17,469,59.8,0,313,2025-12-30,0,0.0,
acct_02444,tenant_002,saas,17,29779.56,443,100.0,0,178,2025-12-13,1,48544.38,2026-03-29
acct_02445,tenant_003,saas,31,70222.73,545,79.6,1,332,2025-12-18,1,69277.89,2026-03-03
acct_02446,tenant_004,saas,4,1682.54,70,32.9,1,246,2025-12-12,0,0.0,
acct_02447,tenant_005,finance,3,4467.93,304,28.5,0,40,2025-12-21,0,0.0,
acct_02448,tenant_006,manufacturing,8,5346.85,109,52.1,1,278,2026-01-04,1,6356.38,2026-02-21
acct_02449,tenant_007,saas,9,17177.2,223,69.2,0,245,2025-12-24,1,27618.77,2026-02-21
acct_02450,tenant_008,saas,7,3044.15,95,37.1,2,33,2025-12-17,0,0.0,
acct_02451,tenant_009,manufacturing,7,2388.86,206,48.6,0,280,2025-12-13,0,0.0,
acct_02452,tenant_010,healthcare,2,1488.0,225,2.2,5,121,2025-12-08,0,0.0,
acct_02453,tenant_011,retail,4,1781.13,906,17.3,1,353,2025-12-16,0,0.0,
acct_02454,tenant_012,saas,13,15750.82,119,93.0,0,275,2025-12-31,1,21843.28,2026-02-28
acct_02455,tenant_013,finance,18,16482.0,109,93.6,2,305,2025-12-31,1,23305.59,2026-01-08
acct_02456,tenant_014,healthcare,14,11085.96,59,73.2,0,120,2026-01-05,0,0.0,
acct_02457,tenant_015,finance,13,3800.02,89,67.1,0,303,2025-12-27,1,3760.35,2026-02-24
acct_02458,tenant_016,saas,2,1375.12,177,14.2,3,228,2025-12-21,0,0.0,
acct_02459,tenant_017,manufacturing,6,5717.19,173,49.0,0,210,2025-12-23,0,0.0,
acct_02460,tenant_018,saas,19,16898.61,867,76.9,0,279,2026-01-03,1,14053.31,2026-01-13
acct_02461,tenant_019,retail,9,8938.24,818,49.4,0,32,2025-12-13,0,0.0,
acct_02462,tenant_020,saas,7,8977.02,158,44.5,1,161,2025-12-27,0,0.0,
acct_02463,tenant_021,saas,4,9982.71,419,32.1,3,224,2025-12-16,0,0.0,
acct_02464,tenant_022,retail,13,2073.03,456,42.9,1,258,2025-12-12,0,0.0,
acct_02465,tenant_023,manufacturing,3,1864.3,94,27.0,2,120,2025-12-31,0,0.0,
acct_02466,tenant_024,finance,7,17581.18,259,49.0,0,156,2025-12-10,1,14175.23,2026-03-09
acct_02467,tenant_025,retail,3,2497.89,131,40.6,1,220,2026-01-04,0,0.0,
acct_02468,tenant_026,finance,11,9722.7,484,42.2,2,248,2025-12-12,0,0.0,
acct_02469,tenant_027,saas,11,27623.82,137,72.0,0,258,2025-12-17,0,0.0,
acct_02470,tenant_028,saas,11,2473.52,67,58.1,2,294,2025-12-11,0,0.0,
acct_02471,tenant_029,manufacturing,7,4453.26,235,56.7,1,302,2026-01-02,0,0.0,
acct_02472,tenant_030,finance,17,9879.98,182,59.2,3,68,2025-12-19,0,0.0,
acct_02473,tenant_031,saas,10,20582.75,2000,60.5,1,44,2025-12-26,1,26988.16,2026-01-23
acct_02474,tenant_032,healthcare,11,14280.53,563,68.9,0,51,2025-12-16,0,0.0,
acct_02475,tenant_033,finance,12,19391.47,841,53.9,2,88,2025-12-12,1,15553.57,2026-03-12
acct_02476,tenant_034,saas,11,11831.37,798,44.8,1,317,2025-12-26,0,0.0,
acct_02477,tenant_035,saas,5,4305.03,225,34.8,1,83,2025-12-13,0,0.0,
acct_02478,tenant_036,manufacturing,14,13609.54,270,70.5,3,41,2026-01-02,1,16930.87,2026-02-07
acct_02479,tenant_000,healthcare,19,57913.9,376,79.5,1,30,2025-12-11,1,84434.83,2026-03-29
acct_02480,tenant_001,manufacturing,4,1310.03,211,12.1,6,67,2025-12-30,0,0.0,
acct_02481,tenant_002,healthcare,5,2671.31,387,23.8,3,308,2025-12-10,0,0.0,
acct_02482,tenant_003,healthcare,12,2685.86,128,64.5,0,167,2025-12-10,0,0.0,
acct_02483,tenant_004,saas,7,19095.73,787,50.1,2,50,2025-12-27,0,0.0,
acct_02484,tenant_005,finance,2,5531.8,292,0.2,3,32,2026-01-03,0,0.0,
acct_02485,tenant_006,finance,5,9336.33,751,20.0,0,59,2025-12-30,0,0.0,
acct_02486,tenant_007,healthcare,12,13062.12,197,83.2,0,8,2025-12-27,1,12366.08,2026-03-09
acct_02487,tenant_008,saas,3,3447.33,818,6.1,4,333,2026-01-03,0,0.0,
acct_02488,tenant_009,finance,4,11763.94,157,44.2,1,28,2025-12-18,0,0.0,
acct_02489,tenant_010,healthcare,5,1731.94,300,34.0,0,293,2025-12-13,0,0.0,
acct_02490,tenant_011,healthcare,7,2520.3,107,28.0,1,104,2025-12-11,0,0.0,
acct_02491,tenant_012,manufacturing,12,6322.66,162,55.9,0,23,2026-01-01,1,5723.46,2026-01-19
acct_02492,tenant_013,healthcare,6,5759.09,299,52.9,1,116,2025-12-26,0,0.0,
acct_02493,tenant_014,manufacturing,6,10037.18,257,61.2,6,74,2025-12-09,0,0.0,
acct_02494,tenant_015,healthcare,11,33582.0,1037,61.8,0,203,2025-12-22,1,67995.59,2026-01-25
acct_02495,tenant_016,saas,9,7555.83,232,48.3,1,160,2025-12-07,0,0.0,
acct_02496,tenant_017,healthcare,16,21722.58,510,46.5,2,30,2025-12-20,0,0.0,
acct_02497,tenant_018,manufacturing,2,3979.81,312,61.9,2,338,2025-12-24,0,0.0,
acct_02498,tenant_019,manufacturing,14,7213.25,142,96.2,1,231,2025-12-10,1,7644.31,2026-02-21
acct_02499,tenant_020,manufacturing,15,5545.73,213,75.2,1,352,2026-01-01,0,0.0,
acct_02500,tenant_021,manufacturing,6,3501.7,96,26.9,1,139,2025-12-08,0,0.0,
acct_02501,tenant_022,retail,6,6534.96,512,34.5,1,60,2025-12-28,0,0.0,
acct_02502,tenant_023,healthcare,11,11761.88,537,55.7,0,237,2025-12-16,0,0.0,
acct_02503,tenant_024,saas,3,5049.78,562,59.7,0,122,2025-12-28,1,6300.18,2026-01-22
acct_02504,tenant_025,retail,10,3383.9,154,52.9,2,281,2025-12-16,0,0.0,
acct_02505,tenant_026,saas,13,6866.43,237,46.8,0,123,2025-12-29,0,0.0,
acct_02506,tenant_027,healthcare,9,11066.81,185,52.3,2,237,2025-12-26,0,0.0,
acct_02507,tenant_028,healthcare,6,11859.12,963,62.8,0,61,2025-12-20,1,6682.42,2026-02-10
acct_02508,tenant_029,saas,10,5951.99,178,61.1,1,171,2025-12-21,1,4357.59,2026-02-02
acct_02509,tenant_030,finance,19,39361.48,317,80.1,0,170,2025-12-30,1,73797.64,2026-02-03
acct_02510,tenant_031,manufacturing,4,3798.21,512,27.1,0,278,2025-12-08,1,2447.12,2026-01-18
acct_02511,tenant_032,saas,8,16200.24,216,63.1,1,262,2025-12-10,1,39825.4,2026-01-28
acct_02512,tenant_033,retail,2,750.18,200,0.0,3,297,2025-12-18,0,0.0,
acct_02513,tenant_034,manufacturing,10,16502.96,245,58.1,1,319,2025-12-23,0,0.0,
acct_02514,tenant_035,finance,8,17865.08,251,79.9,0,75,2026-01-05,1,13246.29,2026-03-14
acct_02515,tenant_036,saas,13,22793.34,1233,64.6,0,348,2025-12-08,1,32552.26,2026-01-13
acct_02516,tenant_000,healthcare,19,43521.69,512,78.9,2,143,2025-12-18,1,49988.15,2026-04-02
acct_02517,tenant_001,saas,6,6628.03,146,44.5,3,302,2025-12-25,0,0.0,
acct_02518,tenant_002,healthcare,8,1963.04,90,52.0,0,212,2025-12-13,0,0.0,
acct_02519,tenant_003,saas,5,3327.97,206,61.2,0,179,2025-12-21,1,3067.63,2026-03-22
acct_02520,tenant_004,manufacturing,16,15019.65,502,82.6,0,225,2025-12-10,0,0.0,
acct_02521,tenant_005,finance,34,17515.14,228,100.0,2,48,2025-12-31,0,0.0,
acct_02522,tenant_006,saas,4,7664.94,302,41.9,0,318,2025-12-14,0,0.0,
acct_02523,tenant_007,retail,12,6210.99,233,75.9,1,339,2025-12-25,0,0.0,
acct_02524,tenant_008,finance,4,3791.49,327,18.7,3,84,2025-12-13,0,0.0,
acct_02525,tenant_009,manufacturing,12,9676.43,147,43.2,2,246,2025-12-31,0,0.0,
acct_02526,tenant_010,healthcare,17,20345.18,217,72.1,1,27,2025-12-18,1,37786.74,2026-03-10
acct_02527,tenant_011,finance,7,21447.6,670,57.4,0,308,2025-12-10,1,39325.91,2026-03-27
acct_02528,tenant_012,manufacturing,10,3140.92,336,32.5,3,4,2025-12-25,0,0.0,
acct_02529,tenant_013,finance,4,7941.2,67,60.9,0,143,2025-12-29,0,0.0,
acct_02530,tenant_014,saas,13,14042.87,135,58.1,0,300,2025-12-28,1,19027.36,2026-03-11
acct_02531,tenant_015,manufacturing,2,1322.03,234,6.0,1,212,2025-12-12,0,0.0,
